Date,Time,O3,PM_10,PM_25,NO2,SO2,CO,Temperature,Humidity,Precipitation
28/07/2021,11:15:05,60,10,6,3,2,96,24,43,6,Небольшая облачность
28/07/2021,12:15:05,64,11,6,3,2,95,25,41,6,Небольшая облачность
28/07/2021,13:15:04,66,13,6,2,1,99,25,41,6,Небольшая облачность
28/07/2021,14:15:04,70,14,7,2,1,100,25,41,2,Небольшая облачность
28/07/2021,15:15:05,74,15,7,2,1,101,25,41,6,Небольшая облачность
28/07/2021,16:15:05,60,12,6,2,1,102,27,36,9,Небольшая облачность
28/07/2021,17:15:05,59,14,7,3,1,103,24,53,км/ч,Небольшая облачность
28/07/2021,18:15:05,57,15,7,4,1,105,26,41,9,Небольшая облачность
28/07/2021,19:15:04,61,17,7,4,1,106,25,43,6,Небольшая облачность
28/07/2021,20:15:05,57,16,7,5,2,121,21,64,2,Солнечно
28/07/2021,21:15:05,52,15,7,7,3,135,18,72,км/ч,Ясно
28/07/2021,22:15:04,49,15,8,9,3,150,17,77,км/ч,Ясно
28/07/2021,23:15:05,50,14,8,7,3,141,16,82,км/ч,Ясно
29/07/2021,00:15:05,51,14,8,6,2,133,17,77,6,Ясно
29/07/2021,01:15:04,53,14,7,5,2,136,15,87,км/ч,Ясно
29/07/2021,02:15:05,54,14,7,4,2,131,15,87,6,Ясно
29/07/2021,03:15:04,55,13,7,4,1,126,17,82,2,Ясно
29/07/2021,04:15:05,50,15,7,7,1,122,18,77,9,Небольшой дождь
29/07/2021,05:15:05,52,16,7,7,1,119,17,93,км/ч,Небольшой ливень
29/07/2021,06:15:05,54,16,7,7,1,116,17,93,6,Небольшой ливень
29/07/2021,07:15:05,55,18,7,5,1,114,17,93,6,Ливень
29/07/2021,08:15:04,58,19,8,5,1,114,18,93,2,Облачно
29/07/2021,09:15:05,63,15,8,5,2,107,18,87,9,Преимущественно облачно
29/07/2021,10:15:04,62,19,7,3,1,113,18,93,9,Облачно
29/07/2021,11:15:05,64,21,8,3,1,114,18,93,6,Облачно
29/07/2021,12:15:04,66,23,8,4,1,116,20,82,9,Преимущественно облачно
29/07/2021,13:15:08,64,21,8,3,2,128,22,73,9,Небольшая облачность
29/07/2021,14:15:05,64,22,9,3,2,128,22,73,6,Преимущественно облачно
29/07/2021,15:15:05,63,23,9,3,2,129,23,68,6,Преимущественно облачно
29/07/2021,16:15:05,61,17,9,2,2,130,22,77,13,Преимущественно облачно
29/07/2021,17:15:05,60,17,9,3,2,132,22,82,6,Ливень
29/07/2021,18:15:05,60,17,9,3,1,134,22,82,6,Преимущественно облачно
29/07/2021,19:15:06,58,17,9,2,1,136,20,88,9,Преимущественно облачно
29/07/2021,20:15:05,56,17,9,3,1,140,20,88,2,Преимущественно облачно
29/07/2021,21:15:04,53,17,9,4,1,144,20,88,6,Преимущественно облачно
29/07/2021,22:15:04,52,29,14,5,1,148,19,93,6,Облачно с прояснениями
29/07/2021,23:15:05,52,27,13,5,1,148,19,93,9,Преимущественно облачно
30/07/2021,00:15:04,53,26,12,4,1,148,18,100,9,Ясно
30/07/2021,01:15:05,52,20,8,4,1,148,18,93,9,Облачно с прояснениями
30/07/2021,02:15:06,53,19,8,4,1,147,17,100,6,Небольшой туман
30/07/2021,03:15:04,53,19,8,4,1,146,16,100,6,Небольшой туман
30/07/2021,04:15:05,59,17,7,4,1,145,16,100,2,Небольшой туман
30/07/2021,05:15:04,59,17,7,4,1,145,16,100,6,Стелющийся туман
30/07/2021,06:15:04,60,17,7,4,1,145,19,93,6,Небольшая облачность
30/07/2021,07:15:05,59,16,7,4,1,145,19,93,6,Небольшая облачность
30/07/2021,08:15:04,63,16,7,4,1,144,22,77,9,Солнечно
30/07/2021,09:15:05,57,10,6,4,2,96,24,68,13,Солнечно
30/07/2021,10:15:04,66,15,7,5,2,144,25,64,13,Небольшая облачность
30/07/2021,11:15:05,72,16,7,5,1,141,26,60,13,Небольшая облачность
30/07/2021,12:15:05,78,17,7,4,1,138,28,54,17,Небольшая облачность
30/07/2021,13:15:04,80,17,7,3,2,139,28,47,13,Небольшая облачность
30/07/2021,14:15:04,82,18,7,4,2,139,28,47,9,Преимущественно облачно
30/07/2021,15:15:05,83,19,8,5,2,139,25,64,13,Ливень с грозой
30/07/2021,16:15:05,78,17,7,3,2,139,21,82,17,Ливень с грозой
30/07/2021,17:15:04,76,17,7,3,2,140,20,88,км/ч,Небольшой ливень
30/07/2021,18:15:04,75,17,7,4,2,141,20,93,2,Преимущественно облачно
30/07/2021,19:15:04,72,15,7,3,2,142,21,88,км/ч,Преимущественно облачно
30/07/2021,20:15:05,69,15,7,3,2,152,20,93,км/ч,Небольшая облачность
30/07/2021,21:15:04,66,15,7,4,3,162,20,93,6,Стелющийся туман
30/07/2021,22:15:05,71,16,8,7,3,172,19,93,км/ч,Стелющийся туман
