Date,Time,O3,PM_10,PM_25,NO2,SO2,CO,Temperature,Humidity,Precipitation
18/11/2021,12:15:05,28,9,6,10,6,131,-2,86,13,Облачно
18/11/2021,13:15:05,31,9,6,10,5,124,-2,86,17,Небольшой снег
18/11/2021,14:15:04,31,9,6,11,5,122,-2,92,9,Облачно
18/11/2021,15:15:05,31,9,6,12,4,120,-2,92,13,Облачно
18/11/2021,16:15:05,35,9,6,7,3,116,-2,92,13,Облачно
18/11/2021,17:15:05,34,9,6,8,3,116,-1,86,24,Облачно
18/11/2021,18:15:04,34,10,6,8,2,116,-1,86,20,Облачно
18/11/2021,19:15:04,31,9,6,10,2,116,-1,80,24,Облачно
18/11/2021,20:15:05,31,9,6,10,2,117,-1,80,24,Облачно
18/11/2021,21:15:07,32,10,6,10,2,117,-2,80,32,Облачно
18/11/2021,22:15:05,30,9,6,8,3,118,-2,80,20,Облачно
18/11/2021,23:15:04,30,9,6,9,3,119,-2,80,20,Облачно
19/11/2021,00:15:06,31,10,7,9,4,120,-2,86,24,Облачно
19/11/2021,01:15:06,29,9,6,8,5,123,-2,86,20,Облачно
19/11/2021,02:15:06,29,9,6,8,5,124,-1,86,28,Облачно
19/11/2021,03:15:04,29,10,7,8,5,125,-1,80,24,Облачно
19/11/2021,04:15:04,29,9,6,7,6,126,-2,86,28,Облачно
19/11/2021,05:15:05,30,9,6,7,6,127,-2,86,28,Небольшой снег
19/11/2021,06:15:05,31,10,6,7,7,128,-2,80,28,Облачно
19/11/2021,07:15:05,29,9,6,6,7,129,-3,86,24,Небольшой снег
19/11/2021,08:15:04,29,9,6,7,8,130,-3,86,20,Небольшой снег
19/11/2021,09:15:05,29,9,6,7,8,131,-3,86,20,Небольшой снег
19/11/2021,10:15:05,29,8,6,6,9,132,-3,86,24,Небольшой снег
19/11/2021,11:15:05,29,9,6,6,9,133,-3,86,20,Облачно
19/11/2021,12:15:05,29,9,6,6,9,133,-2,80,20,Облачно
19/11/2021,13:15:05,28,10,6,7,11,133,-2,86,17,Облачно
19/11/2021,14:15:05,27,10,6,7,11,133,-2,86,17,Облачно
19/11/2021,15:15:05,27,10,7,7,11,133,-2,92,17,Облачно
19/11/2021,16:15:05,27,10,7,7,10,133,-2,92,20,Облачно
19/11/2021,17:15:07,28,9,6,7,10,133,-1,86,20,Облачно
19/11/2021,18:15:05,28,9,6,7,9,133,-1,86,17,Облачно
19/11/2021,19:15:05,31,8,6,6,9,133,-1,86,20,Облачно
19/11/2021,20:15:06,31,8,6,6,9,133,-1,86,17,Облачно
19/11/2021,21:15:06,32,7,5,6,9,133,-1,86,20,Облачно
19/11/2021,22:15:06,32,7,6,6,8,133,-1,92,20,Облачно
19/11/2021,23:15:05,32,7,6,6,8,134,-1,92,17,Облачно
20/11/2021,00:15:05,32,7,6,6,8,134,-1,86,17,Облачно
20/11/2021,01:15:05,31,6,6,6,8,131,-1,86,13,Облачно
20/11/2021,02:15:04,31,7,6,6,8,132,-1,86,13,Облачно
20/11/2021,03:15:05,31,7,6,6,8,132,-1,86,9,Облачно
20/11/2021,04:15:04,31,6,5,5,7,133,0,80,13,Облачно
20/11/2021,05:15:05,33,6,5,5,7,133,-1,92,17,Снег
20/11/2021,06:15:05,35,6,5,4,7,133,0,93,20,Небольшой снег
20/11/2021,07:15:04,34,6,5,4,6,134,0,86,20,Небольшой снег
20/11/2021,08:15:04,33,6,5,4,6,133,0,86,13,Небольшой снег
20/11/2021,09:15:05,33,7,5,4,6,133,0,93,17,Небольшой снег
20/11/2021,10:15:04,32,5,4,4,6,132,0,100,13,Небольшой снег
20/11/2021,11:15:05,32,5,4,4,5,132,0,100,13,Небольшой снег
20/11/2021,12:15:05,32,6,5,4,5,132,0,93,13,Небольшой снег
20/11/2021,13:15:05,31,5,4,4,3,130,0,100,9,Небольшой снег
20/11/2021,14:15:05,30,5,4,4,3,131,0,100,6,Небольшой снег
20/11/2021,15:15:05,29,6,4,4,4,131,0,100,2,Небольшой снег
20/11/2021,16:15:05,27,5,4,4,4,132,0,100,6,Небольшой снег
20/11/2021,17:15:07,27,5,4,4,4,134,0,100,6,Небольшой снег
20/11/2021,18:15:05,27,5,4,4,4,135,0,100,6,Небольшой снег
20/11/2021,19:15:04,26,5,4,4,4,137,0,100,9,Снег
20/11/2021,20:15:05,24,5,4,5,5,138,0,100,9,Снег
20/11/2021,21:15:05,23,5,4,5,5,140,0,100,9,Небольшой снег
20/11/2021,22:15:04,21,6,5,6,5,141,0,100,9,Небольшой снег
20/11/2021,23:15:04,22,6,5,5,5,140,0,100,17,Небольшой снег
21/11/2021,00:15:05,22,6,5,5,5,139,0,100,17,Небольшой снег
21/11/2021,01:15:06,26,5,4,4,4,136,0,100,17,Снег
21/11/2021,02:15:04,29,5,4,4,3,134,0,100,17,Небольшой снег
21/11/2021,03:15:04,33,5,4,3,3,131,0,93,17,Облачно
21/11/2021,04:15:04,38,5,3,3,3,129,0,86,13,Облачно
21/11/2021,05:15:04,39,5,3,3,3,128,0,93,17,Облачно
21/11/2021,06:15:04,39,6,3,3,3,127,0,86,17,Облачно
21/11/2021,07:15:05,41,4,3,3,3,126,0,93,13,Облачно
21/11/2021,08:15:04,40,5,3,4,2,124,0,93,13,Облачно
21/11/2021,09:15:04,39,5,3,4,2,123,0,93,13,Небольшой снег
21/11/2021,10:15:04,36,4,3,5,2,122,0,93,17,Облачно
21/11/2021,11:15:04,36,4,3,5,2,120,0,93,17,Небольшой снегопад
21/11/2021,12:15:04,36,5,3,5,2,119,0,100,17,Небольшой снег
21/11/2021,13:15:04,37,5,3,5,1,120,0,100,17,Небольшой снег
21/11/2021,14:15:05,36,5,3,5,1,120,1,86,20,Небольшой снег
21/11/2021,15:15:05,36,5,4,5,1,120,1,86,17,Небольшой снег
21/11/2021,16:15:04,36,5,4,5,1,120,1,86,13,Небольшой снег
21/11/2021,17:15:05,36,5,4,5,1,120,0,93,17,Небольшой снегопад
21/11/2021,18:15:04,36,5,4,6,1,120,0,86,13,Преимущественно облачно
21/11/2021,19:15:04,35,5,4,5,1,120,0,74,13,Преимущественно облачно
21/11/2021,20:15:05,34,5,4,6,1,121,-1,80,13,Преимущественно облачно
21/11/2021,21:15:05,33,5,4,6,2,121,-1,86,9,Небольшой снег
21/11/2021,22:15:04,33,5,4,6,2,121,-1,92,13,Небольшой снег
21/11/2021,23:15:05,33,5,4,6,2,123,-1,86,6,Небольшой снег
22/11/2021,00:15:04,32,6,4,6,2,124,-1,86,13,Небольшой снег
22/11/2021,01:15:05,33,5,4,5,2,124,-1,92,6,Небольшой снег
22/11/2021,02:15:06,32,5,4,5,2,124,-1,92,6,Преимущественно облачно
22/11/2021,03:15:04,31,5,4,6,2,124,-1,92,9,Небольшой снег
22/11/2021,04:15:04,32,5,3,5,2,124,-1,86,9,Небольшой снег
22/11/2021,05:15:04,31,5,3,5,2,123,-3,86,9,Преимущественно облачно
22/11/2021,06:15:04,30,5,3,5,2,123,-3,86,9,Преимущественно облачно
22/11/2021,07:15:04,31,5,3,5,2,123,-3,86,9,Преимущественно облачно
22/11/2021,08:15:04,31,5,3,5,2,124,-3,86,13,Преимущественно облачно
22/11/2021,09:15:05,31,5,3,5,2,124,-4,92,13,Небольшая облачность
22/11/2021,10:15:04,30,6,4,5,2,125,-3,86,17,Снеговой заряд
22/11/2021,11:15:05,31,6,4,5,2,127,-3,92,13,Небольшой снегопад
22/11/2021,12:15:05,32,6,4,5,2,129,-2,74,24,Преимущественно облачно
22/11/2021,13:15:05,33,6,3,5,1,115,-2,74,20,Преимущественно облачно
22/11/2021,14:15:05,33,7,4,5,1,115,-2,74,24,Преимущественно облачно
22/11/2021,15:15:05,32,7,4,6,2,116,-2,74,28,Небольшой снег
22/11/2021,16:15:05,32,7,4,6,2,116,-2,74,24,Небольшой снег
22/11/2021,17:15:05,34,7,4,6,2,115,-2,74,24,Небольшой снег
22/11/2021,18:15:05,36,7,4,6,2,114,-3,79,20,Небольшой снег
22/11/2021,19:15:05,37,7,4,6,2,113,-3,74,28,Преимущественно облачно
22/11/2021,20:15:04,38,7,4,6,2,113,-3,74,24,Преимущественно облачно
22/11/2021,21:15:05,39,8,4,6,1,112,-4,73,20,Облачно с прояснениями
22/11/2021,22:15:05,43,6,4,4,1,112,-4,73,20,Облачно с прояснениями
22/11/2021,23:15:05,43,7,4,5,1,112,-5,73,17,Облачно с прояснениями
23/11/2021,00:15:04,43,7,4,5,2,112,-5,79,17,Облачно с прояснениями
23/11/2021,01:15:05,41,7,5,7,2,113,-5,79,17,Небольшой снег
23/11/2021,02:15:04,42,7,5,7,2,113,-5,79,17,Небольшой снег
23/11/2021,03:15:05,44,8,5,6,2,113,-5,79,17,Преимущественно облачно
23/11/2021,04:15:05,44,8,5,6,2,113,-6,79,13,Преимущественно облачно
23/11/2021,05:15:05,46,6,5,6,2,113,-6,73,17,Преимущественно облачно
23/11/2021,06:15:04,47,7,5,6,2,113,-7,79,13,Облачно с прояснениями
23/11/2021,07:15:04,47,6,4,6,2,114,-7,79,9,Ясно
23/11/2021,08:15:05,46,6,5,7,2,115,-8,85,13,Солнечно
23/11/2021,09:15:04,45,7,5,8,2,116,-7,79,13,Солнечно
23/11/2021,10:15:05,46,6,5,7,2,117,-7,85,17,Небольшая облачность
23/11/2021,11:15:05,45,6,5,8,2,118,-6,79,13,Небольшая облачность
23/11/2021,12:15:04,45,7,6,8,2,118,-6,79,17,Небольшая облачность
23/11/2021,13:15:04,44,8,6,8,3,119,-5,68,17,Солнечно
23/11/2021,14:15:05,44,8,6,9,3,119,-5,68,17,Солнечно
23/11/2021,15:15:04,43,8,6,9,3,120,-6,73,17,Солнечно
23/11/2021,16:15:05,43,8,7,10,3,120,-8,85,17,Ясно
23/11/2021,17:15:04,44,8,7,10,3,121,-8,79,13,Ясно
23/11/2021,18:15:04,41,14,10,14,5,144,-9,92,13,Ясно
23/11/2021,19:15:05,46,9,7,9,3,132,-9,85,13,Ясно
23/11/2021,20:15:04,47,9,7,9,4,133,-11,100,6,Ясно
23/11/2021,21:15:04,48,9,7,8,5,134,-12,92,6,Ясно
23/11/2021,22:15:04,48,7,6,8,5,135,-13,85,6,Ясно
23/11/2021,23:15:05,49,7,6,8,6,137,-13,92,9,Ясно
24/11/2021,00:15:05,49,7,6,8,6,138,-14,92,6,Ясно
24/11/2021,01:15:04,48,7,6,8,3,132,-14,85,6,Ясно
24/11/2021,02:15:04,48,7,6,8,3,131,-13,92,6,Облачно с прояснениями
24/11/2021,03:15:04,48,7,6,8,2,130,-9,92,9,Преимущественно облачно
24/11/2021,04:15:04,49,7,6,7,2,130,-8,92,13,Преимущественно облачно
24/11/2021,05:15:04,47,8,6,8,3,132,-8,85,13,Преимущественно облачно
24/11/2021,06:15:04,45,8,7,9,3,134,-8,85,13,Преимущественно облачно
24/11/2021,07:15:04,44,8,6,9,3,137,-8,92,13,Преимущественно облачно
24/11/2021,08:15:04,42,9,7,10,4,142,-9,85,17,Небольшая облачность
24/11/2021,09:15:04,41,10,8,11,6,148,-8,85,17,Солнечно
24/11/2021,10:15:04,40,11,8,11,7,154,-7,79,13,Солнечно
24/11/2021,11:15:04,42,11,8,11,7,156,-6,73,13,Солнечно
24/11/2021,12:15:05,44,12,8,10,8,158,-5,63,17,Солнечно
24/11/2021,13:15:04,43,12,8,10,8,150,-5,63,17,Солнечно
24/11/2021,14:15:05,44,12,8,10,8,144,-5,63,17,Солнечно
24/11/2021,15:15:05,45,11,8,10,7,138,-6,68,17,Солнечно
24/11/2021,16:15:04,39,10,7,10,6,132,-5,63,13,Ясно
24/11/2021,17:15:04,42,10,7,9,5,130,-5,63,24,Ясно
24/11/2021,18:15:05,44,10,7,9,4,127,-4,63,20,Небольшой снег
24/11/2021,19:15:04,41,9,6,10,4,125,-4,73,28,Небольшой снег
24/11/2021,20:15:19,43,9,6,9,3,124,-5,92,20,Сильный снегопад
24/11/2021,21:15:05,45,9,6,9,3,124,-5,92,24,Сильный снегопад
24/11/2021,22:15:05,40,8,5,6,2,123,-4,86,20,Небольшой снег
24/11/2021,23:15:05,41,8,5,6,2,123,-3,86,24,Небольшой снег
25/11/2021,00:15:05,43,8,5,6,2,123,-3,92,20,Небольшой снег
25/11/2021,01:15:04,38,6,5,6,2,123,-2,92,20,Ледяной дождь
25/11/2021,02:15:04,38,6,5,6,2,123,-2,92,17,Небольшой снег
25/11/2021,03:15:04,39,6,4,6,2,123,-1,100,17,Небольшой снегопад
25/11/2021,04:15:04,37,5,4,5,3,124,0,86,17,Небольшой снег
25/11/2021,05:15:05,41,5,3,5,2,122,0,93,17,Небольшой снег
25/11/2021,06:15:04,45,5,3,4,2,120,0,93,17,Небольшой снег
25/11/2021,07:15:04,48,3,2,3,1,118,0,80,20,Облачно
25/11/2021,08:15:05,46,4,2,3,1,119,0,74,20,Облачно
25/11/2021,09:15:04,45,4,3,3,1,121,0,74,20,Облачно
25/11/2021,10:15:04,43,3,2,4,1,122,0,69,20,Облачно
25/11/2021,11:15:04,44,3,2,4,1,122,0,64,20,Облачно
25/11/2021,12:15:05,45,3,2,3,1,123,0,64,20,Облачно
25/11/2021,13:15:05,41,2,2,3,2,123,0,64,20,Облачно
25/11/2021,14:15:04,40,3,2,4,2,122,0,64,17,Облачно
25/11/2021,15:15:05,40,3,3,4,2,122,-1,69,13,Облачно
25/11/2021,16:15:04,43,3,3,5,2,122,-1,69,9,Облачно
25/11/2021,17:15:04,42,3,3,5,1,122,-1,69,6,Облачно
25/11/2021,18:15:18,42,3,3,6,1,122,-1,74,6,Облачно
25/11/2021,19:15:05,42,4,3,6,1,122,-1,69,9,Облачно
25/11/2021,20:15:05,42,4,3,6,2,122,-1,74,9,Облачно
25/11/2021,21:15:05,42,4,3,6,2,122,-1,74,13,Облачно
25/11/2021,22:15:05,42,4,3,5,2,122,0,80,17,Облачно
25/11/2021,23:15:04,41,4,3,5,2,121,0,93,9,Облачно
26/11/2021,00:15:06,41,4,4,6,2,121,1,93,20,Небольшой снег
26/11/2021,01:15:05,41,4,3,6,2,121,1,100,20,Небольшой дождь
26/11/2021,02:15:04,42,4,3,6,2,120,1,93,20,Облачно
26/11/2021,03:15:04,43,4,3,5,2,120,2,86,28,Облачно
26/11/2021,04:15:04,46,4,3,5,2,119,2,86,28,Облачно
26/11/2021,05:15:04,47,4,3,4,2,119,2,80,28,Облачно
26/11/2021,06:15:04,48,4,3,4,2,120,2,80,28,Облачно
26/11/2021,07:15:05,47,4,3,4,2,120,2,74,35,Облачно
26/11/2021,08:15:05,46,5,3,4,2,121,2,74,35,Облачно
26/11/2021,09:15:05,45,5,3,4,2,122,2,74,32,Облачно
26/11/2021,10:15:04,42,5,3,4,2,123,2,74,28,Облачно
26/11/2021,11:15:04,41,6,4,4,2,123,2,69,32,Облачно
26/11/2021,12:15:05,41,7,4,4,2,123,2,69,28,Облачно
26/11/2021,13:15:05,38,9,5,4,2,124,2,69,28,Облачно
26/11/2021,14:15:06,38,8,5,5,3,126,2,69,28,Облачно
26/11/2021,15:15:05,38,7,5,5,4,128,2,74,24,Облачно
26/11/2021,16:15:04,35,6,4,5,5,129,2,74,24,Облачно
26/11/2021,17:15:04,37,6,4,5,5,130,2,74,28,Облачно
26/11/2021,18:15:05,38,6,4,4,6,131,2,74,28,Облачно
26/11/2021,19:15:05,38,5,4,4,7,132,1,80,28,Облачно
26/11/2021,20:15:04,37,6,4,4,7,132,1,80,24,Облачно
26/11/2021,21:15:05,35,6,4,4,6,132,2,80,24,Облачно
26/11/2021,22:15:04,39,7,5,5,6,132,2,80,28,Облачно
26/11/2021,23:15:05,39,7,5,5,6,132,2,80,24,Облачно
27/11/2021,00:15:05,38,8,5,5,7,132,2,74,20,Облачно
27/11/2021,01:15:05,37,8,5,5,7,134,2,80,20,Облачно
27/11/2021,02:15:04,37,8,6,5,7,134,1,86,24,Облачно
27/11/2021,03:15:04,37,8,6,5,7,134,1,86,17,Облачно
27/11/2021,04:15:05,37,8,6,6,7,135,1,86,20,Облачно
27/11/2021,05:15:04,38,9,6,6,7,135,1,86,20,Облачно
27/11/2021,06:15:06,38,9,6,6,6,135,1,86,20,Облачно
27/11/2021,07:15:10,38,8,6,5,6,136,1,86,17,Облачно
27/11/2021,08:15:04,38,9,6,5,6,135,1,86,13,Небольшой дождь
27/11/2021,09:15:04,38,10,6,5,6,134,0,93,17,Облачно
27/11/2021,10:15:05,35,9,6,4,5,133,1,80,20,Облачно
27/11/2021,11:15:05,38,9,6,4,5,131,1,80,17,Облачно
27/11/2021,12:15:05,40,9,6,3,4,130,1,74,20,Облачно
27/11/2021,13:15:04,38,8,6,3,4,126,1,80,17,Облачно
27/11/2021,14:15:05,38,8,6,3,4,126,0,80,17,Преимущественно облачно
27/11/2021,15:15:05,38,9,6,3,3,124,-1,80,9,Преимущественно облачно
27/11/2021,16:15:04,35,8,5,3,3,123,-1,80,17,Преимущественно облачно
27/11/2021,17:15:05,38,8,5,3,3,123,-1,80,9,Облачно
27/11/2021,18:15:04,40,8,5,2,2,122,0,80,13,Облачно
27/11/2021,19:15:06,36,7,5,2,2,122,1,80,13,Облачно
27/11/2021,20:15:05,38,7,5,2,2,122,1,86,17,Облачно
27/11/2021,21:15:04,40,7,5,2,2,121,1,86,20,Облачно
27/11/2021,22:15:05,37,6,4,3,1,121,1,80,20,Преимущественно облачно
27/11/2021,23:15:04,39,6,4,3,1,120,1,74,17,Небольшой снег
28/11/2021,00:15:05,41,6,4,2,1,119,0,86,20,Небольшой снегопад
28/11/2021,01:15:05,38,5,3,3,1,117,0,93,17,Небольшой снегопад
28/11/2021,02:15:06,39,5,3,2,1,116,0,93,17,Небольшой снег
28/11/2021,03:15:04,41,5,3,2,1,116,0,93,24,Облачно
28/11/2021,04:15:05,40,4,3,2,1,115,1,80,20,Облачно
28/11/2021,05:15:04,39,5,3,2,1,115,1,86,20,Облачно
28/11/2021,06:15:06,39,5,3,2,1,116,1,86,17,Облачно
28/11/2021,07:15:05,39,4,3,2,1,116,1,93,20,Облачно
28/11/2021,08:15:05,38,5,3,2,2,117,2,86,17,Облачно
28/11/2021,09:15:05,36,5,3,2,2,118,2,93,24,Облачно
28/11/2021,10:15:04,35,4,3,2,2,119,2,93,20,Облачно
28/11/2021,11:15:06,34,5,3,2,2,119,2,93,20,Облачно
28/11/2021,12:15:05,34,5,3,2,2,120,2,100,20,Облачно
28/11/2021,13:15:04,33,5,3,2,2,120,2,100,17,Облачно
28/11/2021,14:15:04,31,6,4,3,2,120,2,100,17,Облачно
28/11/2021,15:15:05,30,6,4,3,2,120,2,100,17,Облачно
28/11/2021,16:15:04,32,6,4,4,2,120,2,100,17,Облачно
28/11/2021,17:15:04,31,6,4,4,2,120,3,93,9,Облачно
28/11/2021,18:15:05,30,7,5,4,2,121,2,100,13,Облачно
28/11/2021,19:15:04,32,6,4,4,2,121,2,100,9,Облачно
28/11/2021,20:15:04,32,6,4,4,2,122,3,93,13,Облачно
28/11/2021,21:15:04,32,6,4,4,2,122,2,100,20,Преимущественно облачно
28/11/2021,22:15:04,34,6,4,4,2,123,3,93,17,Преимущественно облачно
28/11/2021,23:15:05,34,6,4,4,2,124,3,93,17,Преимущественно облачно
29/11/2021,00:15:04,34,6,4,3,2,125,3,93,17,Преимущественно облачно
29/11/2021,01:15:05,34,6,4,5,2,130,2,100,13,Облачно
29/11/2021,02:15:04,33,6,4,4,2,131,2,100,9,Облачно
29/11/2021,03:15:06,33,6,4,4,2,132,2,100,6,Облачно
29/11/2021,04:15:04,29,6,5,6,2,132,2,100,6,Облачно
29/11/2021,05:15:05,29,6,5,5,2,132,3,93,6,Облачно
29/11/2021,06:15:05,28,6,5,5,2,131,2,100,6,Облачно
29/11/2021,07:15:04,26,6,4,5,2,131,2,100,6,Облачно
29/11/2021,08:15:04,25,6,5,5,3,129,2,100,6,Дымка
29/11/2021,09:15:05,24,7,5,5,3,128,3,100,2,Облачно
29/11/2021,10:15:05,22,7,5,5,3,126,3,93,9,Облачно
29/11/2021,11:15:05,22,8,6,6,3,124,3,93,6,Облачно
29/11/2021,12:15:05,22,9,6,6,3,122,3,93,6,Облачно
29/11/2021,13:15:05,22,9,6,6,3,125,3,93,6,Облачно
29/11/2021,14:15:04,23,9,6,6,3,124,3,100,9,Облачно
29/11/2021,15:15:05,23,9,6,6,3,123,3,93,6,Небольшой туман
29/11/2021,16:15:04,23,7,5,5,3,121,3,93,9,Дождь
29/11/2021,17:15:06,23,7,5,5,2,120,3,93,6,Дождь
29/11/2021,18:15:04,23,7,5,5,2,119,3,93,9,Дождь
29/11/2021,19:15:04,23,6,5,5,1,118,3,93,9,Дымка
29/11/2021,20:15:05,23,6,5,5,1,118,3,93,6,Дымка
29/11/2021,21:15:05,24,6,5,5,1,117,3,93,6,Дымка
29/11/2021,22:15:05,23,7,5,5,1,117,3,93,9,Дымка
29/11/2021,23:15:05,23,7,5,5,1,117,3,93,9,Дымка
30/11/2021,00:15:05,23,7,5,5,1,117,3,100,9,Дымка
30/11/2021,01:15:05,23,6,4,5,1,117,3,100,9,Облачно
30/11/2021,02:15:04,25,6,4,5,1,116,3,100,13,Дымка
30/11/2021,03:15:05,27,6,4,5,1,115,4,100,13,Небольшой дождь
30/11/2021,04:15:05,30,5,4,6,1,115,4,100,13,Дождь
30/11/2021,05:15:05,30,6,4,6,1,114,5,93,17,Небольшой ливень
30/11/2021,06:15:05,31,6,4,6,0,113,5,93,17,Небольшой дождь
30/11/2021,07:15:04,32,6,4,6,0,112,6,93,20,Ливень
30/11/2021,08:15:04,31,6,4,6,0,111,7,93,24,Дождь
30/11/2021,09:15:05,31,6,4,6,0,111,7,93,24,Облачно
30/11/2021,10:15:05,29,5,4,5,0,110,9,87,20,Облачно
30/11/2021,11:15:04,28,6,4,5,0,112,9,87,20,Облачно
30/11/2021,12:15:05,27,6,4,5,1,114,9,81,24,Преимущественно облачно
30/11/2021,13:15:05,28,5,4,4,1,109,9,81,28,Преимущественно облачно
30/11/2021,14:15:06,27,6,4,4,1,113,9,70,35,Преимущественно облачно
30/11/2021,15:15:05,25,6,4,4,1,117,7,61,32,Преимущественно облачно
30/11/2021,16:15:05,30,5,3,3,1,120,5,80,39,Ливень
30/11/2021,17:15:04,28,5,4,3,1,127,4,75,35,Преимущественно облачно
30/11/2021,18:15:05,26,6,4,4,1,134,3,75,35,Небольшой ливень
30/11/2021,19:15:05,27,6,4,4,1,141,3,80,43,Небольшой ливень
30/11/2021,20:15:04,26,6,4,4,1,141,2,86,17,Небольшой снегопад
30/11/2021,21:15:04,24,7,4,4,2,142,2,80,35,Снег с дождем
30/11/2021,22:15:04,27,6,4,4,2,142,2,69,39,Снег с дождем
30/11/2021,23:15:05,28,6,4,4,2,139,2,60,39,Облачно
01/12/2021,00:15:04,28,7,4,4,2,136,1,59,32,Облачно
01/12/2021,01:15:05,29,7,5,3,2,133,1,59,43,Облачно
01/12/2021,02:15:04,34,6,4,3,2,131,1,59,32,Облачно
01/12/2021,03:15:05,35,7,4,3,2,129,1,59,28,Облачно
01/12/2021,04:15:04,40,6,4,4,2,128,1,59,32,Облачно
01/12/2021,05:15:04,41,6,4,3,2,127,1,55,28,Облачно
01/12/2021,06:15:06,43,6,4,3,2,126,1,55,32,Облачно
01/12/2021,07:15:06,45,6,4,3,2,124,0,64,20,Облачно
01/12/2021,08:15:05,40,6,3,3,2,124,0,64,24,Облачно
01/12/2021,09:15:06,39,6,4,3,2,124,0,64,20,Облачно
01/12/2021,10:15:05,37,6,3,4,2,124,0,64,28,Облачно
01/12/2021,11:15:04,39,7,4,3,2,124,0,64,24,Облачно
01/12/2021,12:15:05,41,7,4,3,2,124,0,59,24,Преимущественно облачно
01/12/2021,13:15:04,43,7,4,2,2,124,0,59,24,Преимущественно облачно
01/12/2021,14:15:09,39,7,4,3,2,124,0,59,17,Преимущественно облачно
01/12/2021,15:15:05,38,8,4,3,2,124,0,59,20,Преимущественно облачно
01/12/2021,16:15:04,38,8,5,4,2,124,-1,69,20,Небольшой снег
01/12/2021,17:15:05,39,8,4,4,2,125,-1,59,20,Преимущественно облачно
01/12/2021,18:15:05,39,8,5,4,2,125,-1,59,20,Облачно
01/12/2021,19:15:05,39,9,5,4,2,126,-1,54,17,Облачно
01/12/2021,20:15:05,37,6,4,6,3,129,-1,59,17,Облачно
01/12/2021,21:15:05,37,6,4,5,3,129,-1,64,17,Облачно
01/12/2021,22:15:04,38,6,4,5,3,129,-2,68,13,Облачно
01/12/2021,23:15:06,36,7,4,6,3,130,-2,74,17,Небольшой снег
02/12/2021,00:15:04,36,7,4,6,4,131,-3,79,13,Небольшой снег
02/12/2021,01:15:04,36,7,4,6,4,131,-3,86,17,Небольшой снег
02/12/2021,02:15:04,39,7,4,6,4,131,-4,86,9,Небольшой снег
02/12/2021,03:15:04,39,7,4,6,4,132,-4,79,13,Небольшой снег
02/12/2021,04:15:04,39,7,4,6,4,132,-4,86,6,Небольшой снег
02/12/2021,05:15:05,39,6,3,6,4,130,-4,79,17,Небольшой снег
02/12/2021,06:15:05,40,6,3,6,3,129,-5,79,17,Небольшой снег
02/12/2021,07:15:04,41,6,3,5,3,127,-5,79,13,Небольшой снег
02/12/2021,08:15:04,42,6,3,5,3,127,-5,79,13,Небольшой снег
02/12/2021,09:15:06,43,6,3,6,3,126,-4,79,13,Небольшой снег
02/12/2021,10:15:04,44,6,3,6,3,126,-4,79,17,Небольшой снег
02/12/2021,11:15:04,48,5,3,6,3,125,-4,73,17,Небольшой снег
02/12/2021,12:15:05,53,5,3,6,3,124,-4,73,17,Небольшой снег
02/12/2021,13:15:04,57,5,3,6,3,122,-4,68,17,Небольшой снегопад
02/12/2021,14:15:05,52,5,3,7,3,123,-5,79,9,Небольшой снег
02/12/2021,15:15:10,50,5,2,8,3,123,-4,68,13,Небольшой снег
02/12/2021,16:15:04,48,5,2,9,3,123,-4,68,13,Небольшой снег
02/12/2021,17:15:05,48,6,3,8,3,124,-4,68,13,Небольшой снег
02/12/2021,18:15:04,49,6,3,8,3,125,-4,73,17,Облачно
02/12/2021,19:15:06,50,6,3,8,4,125,-4,68,17,Преимущественно облачно
02/12/2021,20:15:05,46,6,3,8,4,125,-4,68,17,Преимущественно облачно
02/12/2021,21:15:05,46,6,3,8,4,126,-5,73,20,Небольшой снег
02/12/2021,22:15:06,47,6,4,7,4,126,-5,85,13,Небольшой снег
02/12/2021,23:15:04,46,6,3,6,3,125,-4,79,20,Небольшой снег
03/12/2021,00:15:04,47,6,3,6,3,125,-4,79,17,Небольшой снег
03/12/2021,01:15:05,48,5,3,5,3,125,-3,79,17,Преимущественно облачно
03/12/2021,02:15:04,45,6,4,7,2,122,-3,79,17,Облачно
03/12/2021,03:15:06,44,6,4,7,2,123,-3,86,17,Облачно
03/12/2021,04:15:05,43,7,4,8,2,125,-2,86,24,Облачно
03/12/2021,05:15:04,41,7,4,8,3,127,-2,86,24,Облачно
03/12/2021,06:15:04,39,7,4,8,3,129,-2,92,24,Облачно
03/12/2021,07:15:04,37,7,4,8,3,131,-1,86,24,Облачно
03/12/2021,08:15:05,37,8,4,8,3,133,-1,92,17,Небольшой снег
03/12/2021,09:15:05,38,8,4,7,3,135,-1,100,17,Небольшой снег
03/12/2021,10:15:05,38,8,4,7,3,137,0,93,17,Небольшой снег
03/12/2021,11:15:05,38,8,4,6,3,136,1,93,20,Небольшой снег
03/12/2021,12:15:05,38,8,5,6,3,136,1,93,17,Преимущественно облачно
03/12/2021,13:15:05,38,9,5,6,3,135,2,80,17,Облачно
03/12/2021,14:15:05,37,10,5,7,3,134,2,86,13,Облачно
03/12/2021,15:15:04,36,10,5,8,3,134,2,86,13,Облачно
03/12/2021,16:15:05,34,11,6,9,3,134,2,80,9,Облачно
